ooo-x--xx,1
-o-ox--xx,-1
--oox--xx,-1
xooox--xx,1
oxoox--xx,1
-----o-xx,1
xo---o-xx,-1
ox---o-xx,-1
x-o--o-xx,-1
-xo--o-xx,-1
--ox-o-xx,-3
xoox-o-xx,-1
oxox-o-xx,-1
x--ooo-xx,1
-x-ooo-xx,1
--xooo-xx,1
o---xo-xx,-1
-o--xo-xx,-1
--o-xo-xx,-1
xoo-xo-xx,1
oxo-xo-xx,1
---oxo-xx,-1
xo-oxo-xx,1
ox-oxo-xx,1
x-ooxo-xx,1
-xooxo-xx,1
-oxoxo-xx,-1
ooo--x-xx,1
-o-o-x-xx,-1
xooo-x-xx,-1
ooxo-x-xx,1
o---ox-xx,-1
-o--ox-xx,-1
oox-ox-xx,1
---oox-xx,-1
xo-oox-xx,-1
o-xoox-xx,1
-oxoox-xx,1
o-----oxx,-3
---o--oxx,-1
ox-o--oxx,1
o-xo--oxx,1
xoxo--oxx,-1
o-ox--oxx,-1
-oox--oxx,-1
ox--o-oxx,-1
x-o-o-oxx,1
-xo-o-oxx,1
x--oo-oxx,-1
-x-oo-oxx,-1
--oxo-oxx,1
oo--x-oxx,-1
--o-x-oxx,-1
xoo-x-oxx,1
oxo-x-oxx,1
o--ox-oxx,1
xo-ox-oxx,1
x-oox-oxx,1
-xoox-oxx,1
--xo-ooxx,-1
oxxo-ooxx,1
x---oooxx,-1
-x--oooxx,-1
xox-oooxx,-1
oxx-oooxx,-1
xo-xoooxx,-1
ox-xoooxx,-1
o-xxoooxx,-1
-oxxoooxx,-1
xoxxoooxx,0
oxxxoooxx,0
----xooxx,-1
xo--xooxx,1
ox--xooxx,1
x-o-xooxx,1
-xo-xooxx,1
oox-xooxx,-1
x--oxooxx,1
-x-oxooxx,1
oo-xxooxx,-1
--oxxooxx,-1
ooxxxooxx,0
o-o--xoxx,-1
-oo--xoxx,-1
oox--xoxx,1
o--o-xoxx,1
xo-o-xoxx,-1
--oo-xoxx,-1
oxoo-xoxx,1
-oxo-xoxx,1
ooox-xoxx,1
--o-oxoxx,1
o-x-oxoxx,1
-ox-oxoxx,1
--xooxoxx,1
oo----xxx,1
o-o---xxx,1
-oo---xxx,1
o--o--xxx,1
-o-o--xxx,1
--oo--xxx,1
xooo--xxx,1
oxoo--xxx,1
ooxo--xxx,1
o---o-xxx,1
-o--o-xxx,1
--o-o-xxx,1
xoo-o-xxx,1
oxo-o-xxx,1
oox-o-xxx,1
---oo-xxx,1
xo-oo-xxx,1
ox-oo-xxx,1
x-ooo-xxx,1
-xooo-xxx,1
o-xoo-xxx,1
-oxoo-xxx,1
oo-xo-xxx,1
o-oxo-xxx,1
-ooxo-xxx,1
oo-ox-xxx,1
o-oox-xxx,1
-ooox-xxx,1
o----oxxx,1
-o---oxxx,1
--o--oxxx,1
xoo--oxxx,1
oxo--oxxx,1
oox--oxxx,1
---o-oxxx,1
xo-o-oxxx,1
ox-o-oxxx,1
x-oo-oxxx,1
-xoo-oxxx,1
o-xo-oxxx,1
-oxo-oxxx,1
oo-x-oxxx,1
o-ox-oxxx,1
-oox-oxxx,1
----ooxxx,1
xo--ooxxx,1
ox--ooxxx,1
x-o-ooxxx,1
-xo-ooxxx,1
o-x-ooxxx,1
-ox-ooxxx,1
o--xooxxx,1
-o-xooxxx,1
--oxooxxx,1
oo--xoxxx,1
o-o-xoxxx,1
-oo-xoxxx,1
o--oxoxxx,1
-o-oxoxxx,1
--ooxoxxx,1
oo-o-xxxx,1
o-oo-xxxx,1
-ooo-xxxx,1
oo--oxxxx,1
o-o-oxxxx,1
-oo-oxxxx,1
o--ooxxxx,1
-o-ooxxxx,1
--oooxxxx,1
